,Unnamed: 0,Line,Keyword_1,Keyword_2,Keyword_3,Keyword_4,Keyword_5,Keyword_6,Keyword_7,Keyword_8,Keyword_9,Keyword_10
400,401,400,2mm white veins,Magmatic intrusions,Microgabbro,Black serpentinized harzburgite,Px-rich gabbroic dykes,Offset by >20 mm (dextral),Serpentinized veins,Green and white alteration,Vein network,Crosscutting and branching
401,402,401,2mm,Waxy,Blue White,Veins,Crosscut,Gabbro,Hydrothermal,Serpentinized,Px-rich,Altered
402,403,402,Serp vein network,Waxy blue white veins,Gabbroic veins,Hydrothermal veins,Px-rich veinlets,Black harzburgite,Gabbroic dykes,Pxnite,Altered gabbro,Serp in bulk and veins
403,404,403,Serpentine,Veins,Gabbro,Offset,Pxnite,Black,Harzburgite,Altered,Microgabbro,Bulk
404,405,404,white veins,altered gabbros,black serpentinized harzburgite,microgabbros,px-rich veins,serp in bulk,fine black serp vein network,green alteration,waxy blue white areas,crosscutting and branching
405,406,405,Sub-vertical,Black serpentinized harzburgite,Wavy,Blue veins,Altered gabbros,Sheared,Pxnite veins,Locally white core,Microgabbros,Waxy blue-white areas
406,407,406,fine white serpentine,black serpentine vein,waxy green serpentine veins,dunite,microgabbro,px-poor harzburgite,crosscut,transition,altered gabbro,subvertical
407,408,407,White,Serpentine,Calcium Carbonate,Pxnite,Harzburgite,Black,Vein Network,Serpentinized,Bulk,Altered
408,409,408,Black,Serpentinized,Harzburgite,Pxnite,Veinlets,Microbio sample,Bulk,Fine,Network,Veins
409,410,409,Dimension,Color,Veins,Serpentine vein,Branching,Crosscutting,Coarse gabbro,Alteration,Bulk,Network
410,411,410,Serpentine vein,White serp veins,Crosscutting gabbro,Black serpentinized harzburgite,Pxnite veinlets,Px-rich gabbroic veins,Serpentine in bulk and veins,Altered gabbro,Green color,White plagioclase
411,412,411,white veins,microgabbro,gabbro,offsets,serpentinized,Px-riched,dike,crosscut,serpentine,altered
412,413,412,Green-blue,wavy,serpentinized,veins,microgabbro,offset,irregular,black,crosscutting,altered
413,414,413,Serpentine vein,Dark green,Gabbro offset,Altered pxnite,Black serpentinized harzburgite,Minor altered pxnite veinlets,Crosscut,Fine black serp vein network,Waxy blue patches,Altered gabbro
414,415,414,Serpentine vein,White veins,Branching,Alteration,Gabbro,Hydrothermalization,Shearing,Offset,Harzburgite,Px-rich gabbros
415,416,415,serpentine vein,white veins,gabbro,crosscutting,px-rich,network,magmatic,serpentinized,altered,patches
416,417,416,Serpentine,Magmatic veins,White vein,Crosscut,Offset,Harzburgite,Pxnite,Veinlets,Network,Waxy
417,418,417,Serpentine veins,White veins,Microgabbro,Magmatic veins,Black harzburgite,Pxnite veins,Melanocratic zone,Gabbros,Altered,White green
418,419,418,serpentine,veins,crosscutting,gabbro,harzburgite,striation,pxnite,rodingite,microgabbro,alteration
419,420,419,Waxy green veins,Black to dark green veins,Striations,Magmatic veins,Serpentinized harzburgite,Pxnite veins,Gabbroic veins,Alteration,Blue-white waxy patches,White plag
420,421,420,3mm,Dark green serp vein,Pxnite,Waxy green,Black serpentinized harzburgite,Gabbro,Serp in bulk and veins,Altered gabbro,White plag,Blue white waxy patches
421,422,421,Dark green serp,Fine white vein network,Waxy green veins,Pxnite,Black serpentinized harzburgite,Crosscutting,2mm and 17mm,0,0,0
422,423,422,black,serpentinized,harzburgite,microbiome,sample,bulk,veins,fine,network,networked
423,424,423,Vein network,Px-rich,Serpentinized harzburgite,Hydrothermal veins,Altered zone,Black core,Ca-carbonate,Dunitic zone,Waxy green patches,Crosscut
424,425,424,Serpentinite,Veins,Harzburgite,Px-rich zone,Px-poor zone,White vein network,Waxy green veins,Ca carbonate,Tape-hiding zone,Altered zone
425,426,425,Serpentine veins,Ca carbonate,Green network,Blue-green veins,Gabbro,Discontinuity,Fault,Serpentinized harzburgite,Coarse gabbro,Altered gabbro
426,427,426,Reddish-green hydrothermal veins,Melanocratic zone,Lower gabbro,Black to dark green veins,Wavy green serp veins,White cores,Black serpentinized harzburgite,Sheared melanocratic gabbroic zone,Altered pxnites and gabbro,"White pl, brown px, waxy light green patches"
427,428,427,Serpentinization,Veins,Pxnite,Alteration,Network,Offset,Green,Grey,Crosscutting,Harzburgite
428,429,428,Veins,Serpentine,Carbonate,Petrology,Px-poor,Shearing,Alteration,Rodingite,Waxy,Branching
429,430,429,Dark green veins,Black serp veins,White veins,Serpentinized harzburgite,Px-poor to unitic zone,Px-rich gabbros,Microgabbro,Highly altered gabbros,White pl,Waxy blue green patches
430,431,430,Waxy green,Veins,Serpentine,Calcium carbonate,Microgabbro,Harzburgite,Dunitic,Melanocratic gabbros,Pxites,Altered
431,432,431,Subvertical veins,Pegmatitic gabbro,White veins,Pxnite,Black veins,Serpentinized harzburgite,Mineral size,Lobate contacts,Dunitic zone,Alteration
432,433,432,Fine,White,Vein,Network,Ca carbonate,Top,Black,Serpentinized,Harzburgite,Bulk
433,434,433,2mm,dark green,serp veins,fine white,network,57cm,83cm,1mm,black,harzburgite
434,435,434,Network,Waxy,Green,Thin,White,Magmatic,Serpentinized,Gabbros,Px-rich,Brown
435,436,435,Black,Serpentinized,Harzburgite,Microbio sample,Bulk,Veins,Fine,Network,Serp,Product
436,437,436,Serpentinized harzburgite,Pxnite,Gabbro,Crosscut,Serpentine vein network,Altered gabbro,White pl,Waxy blue patches,Bulk serpentine,Fine black serpentine
437,438,437,1mm,Waxy,Green veins,Gabbro,Serpentinized harzburgite,Black serp,Offset,Crosscut,Bulk,Alteration
438,439,438,Fine,White vein,Ca-carbonates,Black,Serpentinized,Harzburgite,Px poor zone,Serp,Bulk,Veins
439,440,439,Serp veins,Striation,White network,Waxy green veins,Pxnite,Crosscutting,Ca-carbonate,Harzburgite,Px poor zone,Hidden section
440,441,440,Network,Veins,Green,Altered,Magmatic,Sheared,Serpentinized,Harzburgite,Leucocratic,Pxnites
441,442,441,Grey/dark green serp veins,White vein network,Gabbros,pegmatitic gabbro,Black serpentinized harzburgite,Pxites,Section crosscut,Sheared opx-bearing,Altered gabbro,White plag
442,443,442,Network,Black veins,Px-rich veins,Red,Pyxenites,Magmatic veins,Serpentinized harzburgite,Microgabbro,Leucratic patch,Waxy patches
443,444,443,Serpentinized,Veins,Magmatic,Pxnite,Black,Harzburgite,Crosscutting,Branching,Microgabbro,Alteration
444,445,444,Dark green to black serp veins,Wavy waxy green vein,White veins crosscutting pxnites,Network of waxy dark green veins,Microgabbro offset,Black serpentinized harzburgite,Altered microgabbro,Crosscutting altered pxnites,Magmatic veins,Patchy waxy green areas
445,446,445,3mm,Leucocratic vein,Hydrothermal,Altered gabbro,Serpentine,Magmatic veins,Harzburgite,Altered zone,Pxnite,Plagioclase
446,447,446,Serpentinized,Green,Crosscut,Veins,Carbonate,Gabbroic,Sheared,Magmatic,Harzburgite,Altered
447,448,447,Green serp veins,Pxinite veins,White veins,Hydrothermal vein,Black serpentinized harzburgite,Gabbro,Leucocratic,Px relict,White plag,Alteration
448,449,448,Black,Dark green,Serpentine veins,Hydrothermal alteration,Plagioclase,Rodingite,Crosscutting,Harzburgite,Gabbro,Hydrothermal veins
449,450,449,White,Green veins,Hydrothermalized zone,Microgabbros,Black serpentinized harzburgite,Pxrich microgabbro,Hydrothermalized gabbro,Serpentine veins,Rodingite,Offset
450,451,450,White-blue-green waxy,Crosscutting/branching intrusions,Serpentinized harzburgite,Px-rich gabbro,Altered gabbro,Pxite,Dunite zone,Black serp vein network,Mafic intrusions,Alteration
451,452,451,Black serpentinized harzburgite,Px-rich microgabbro,Deformed microgabbro,Serpentine (bulk and veins),Fine black serp vein network,White veins,Crosscuted,Harzburgite,Igneous,Mineralogy
452,453,452,Complex fracture network,Black serpentinized harzburgite,Px-rich microgabbro,Crosscutting,Offsets,Dips,Serpentinized in bulk and veins,Fine black serp vein network,Hydrothermalized,Patchy blue-white plag with brown edges
453,454,453,Rainbow vein,gabbroic margin,dunite zone,serpentine veins,mafic intrusions,offset,harzburgite,gabbro dike,hydrothermalized,altered
454,455,454,Subvertical,Oblique,Green,Black,Vein,90 degrees,Wavy,Px-rich microgabbro,Serpentinized harzburgite,Fine network
455,456,455,serpentinized harzburgite,pxnite,gabbro,crosscutting,veins,offset,dark green,black,white,coarse grain
456,457,456,Serpentinization (serp),Dunite,Gabbros,Vein network,Offset,Harzburgite,Altered gabbro,Plagioclase (Plag),Px-rich zones,Gabbroic dykes
457,458,457,Leucocratic veins,Microgabbro,Serp veins,Wavy waxy green blue veins,Gabbro,Harzburgite,Wehrlite,Altered pxnite,Serpentinized,Alteration
458,459,458,Pxnite,Gabbro,Serpentinized harzburgite,White veins,Waxy green-blue patches,Crosscutting,Branching,Varied alteration,Depth,Mineralogy
459,460,459,Serpentinized harzburgite,Altered pxnites,Black serpentinized veins,White serp network,Waxy green veins,Wehrlitic zone,Highly altered pxnite,Copper red patches,Garnet,Rodingite
460,461,460,2mm,Dark green veins,Anastomosing network,Magmatic veins,Red patches,Alteration,Gabbros,Serpentinization,Crosscutting,Bulk
461,462,461,Network,Waxy,Green,White,Veins,Ca-Carbonate,Offset,Pxnite,Serpentine,Harzburgite
462,463,462,thin,waxy,green,offset,64cm,reverse,serpentinized,black,crosscut,network
463,464,463,Black,Harzburgite,Serpentinized,Pxenites,Crosscut,Altered,Gabbro,Veins,Network,White
464,465,464,Black,Serpentinized,Harzburgite,Pxnite,Veins,Serpentine,Network,Fine,Bulk,Brow
465,466,465,dark green veins,serpentinized harzburgite,pxnites,gabbroic veins,microbiology,bulk,fine,black,vein network,crosscut
466,467,466,coalescing,serp veins,branching,offsets,harzburgite,wehrlite,pxnites,crosscut,bulk,altered
467,468,467,Black,Serpentinized,Harzburgite,Crosscut,Gabbro,Pxnite,Bulk,Veins,Plag,Altered
468,469,468,Serpentinization,Vein Network,Harzburgite,Pxnites,Carbonates,Altered,Black,Red,Rodingite,Waxy
469,470,469,Dark green,Serpentinization,Crosscutting,Pxenites,Serpentine veins,Black,Harzburgite,Waxy patches,Blue and green,Bulk and veins
470,471,470,Serpentine veins,White-blue veins,Magmatic intrusions,Hydrothermalized zone,Shearing,Serp harzburgite,Pxenites,Gabbro/microgabbro,Altered,Redish-green-blue-white alteration
471,472,471,Veins,Gabbroic,Serpentine,Harzburgite,Crosscutting,Patches,Thickness,Branching,Bulk,Blue-green
472,473,472,Serpentine,Veins,Magmatic,Crosscutting,Anorthosite,Gabbro,Harzburgite,Pxnite,Waxy,Network
473,474,473,white-blue veins,gabbro,crosscutting,branching,serp,harzburgite,leucocratic microgabbro,plag,bulk,network
474,475,474,Serpentine veins,Green halo,Crosscutting veins,Pxnite,White core,Dark serp hrzb,Highly altered zone,Fine black network,Waxy green patches,Thickness
475,476,475,Serpentine,Green halo,Crosscutting,Pxenites,Black serp harzb,Variously altered,Melanocratic microgabbros,Bulk,Fine black veins,Magmatic veins
476,477,476,Serpentine,Veins,Green,White ,Dark,Microgabbro,Network,Halo,Bulk,Harzburgite
477,478,477,black,dark green,serp veins,offsets,white,halo,Ca-carbonates,gabbro,pxenite,waxy-blue
478,479,478,serp veins,offsets,subvertical pxenites,harzb,crosscutting,wherlitic zone,bulk serp,waxy blue patches,brown px,striations
479,480,479,Serpentine,Green,White veinlets,Striations,Black,Harzb,Leucocratic vein,Bulk,Network,Brown rim
480,481,480,black,serpentine,harz,crosscutting,Pxenite,veins,two,texture,mineralization,geology
481,482,481,Black serp,Harzb,Micro-wherlite zone,Pxenite,Gabbro,Bulk,Fine black network,Waxy blue patches,White plag,Geological composition
482,483,482,Large,Black,Dark green-red,Serp vein,White veins,Crosscutting,Harzb,Gabbro,Pxenite,Plag
483,484,483,subvertical,dark green,fine network,waxy green-white,offset,senestral,pxenite,black serp harzb,bulk,blue and brownish
484,485,484,Waxy,White-green,Serpentine,Vein,Black,Subvertical,Green halo,Striations,Bulk,Blue patches
485,486,485,Crosscutting,Branching,Waxy,Green,Veins,Pxenites,Black,Serp,Harzb,Gabbro
486,487,486,black veinlet,offsetting,pxenite,serp,harzb,crosscutting,bulk,fine,network,0
487,488,487,Serpentine,Veins,Halo,Sheared,Leucocratic,Gabbro,Crosscut,Altered,Pxnites,Boundaries
488,489,488,black,green,serpentinization,copper,alteration,veins,gabbro,pxnites,sulfides,crosscut
489,490,489,Subvertical,Serpentinized,Vein,Offsets,Gabbro,Dark green,Crosscuts,Altered,Network,Zone
490,491,490,Green,Serpentine veins,Microgabbro,Crosscutting,Shearing,Gabbro,Serpentinized harzburgite,Alteration,Plagioclase,Network
491,492,491,Green serp vein,Black serp harzb,Minor pxenite crosscut,Gabbro,8-14 cm,40mm,Pxenite <2mm,Serp in bulk and fine black network,White plag,Waxy blue patches
492,493,492,Black,Dark green,Serp veins,Green halo,Gabbro,White veins,Pxenites,Crosscutting,Subvertical,Blue patches
493,494,493,Black serp veins,Dark green color,Fine network of green veins,Wavy-waxy white to green veins,Striations at bottom,Several crosscutting pxenites,Small wherlitic zone,Altered gabbro,Waxy green patches,Bulk serp presence
494,495,494,subvertical,black,dark green,serp vein,sheared pxenite,gabbros,white veins,waxy green serp veins,altered,white plag
495,496,495,Black,Serpentinized,Harzburgite,Serp,Bulk,Veins,Fine,Network,Olivine,Orthopyroxene
496,497,496,Black,Serpentinized,Harzburgite,Pxinites,Microbio sample,Bulk,Veins,Fine black serpentine vein network,Crosscut,Serp
497,498,497,Serpentinization,Green to black,Crosscutting,Veins,Gabbro,Pxnite,Alteration,Harzburgite,Plagioclase,Waxy patches
498,499,498,white veins,magmatic veins,pxnite,gabbros,serpentinized harzburgite,altered,crosscut,melanocratic microgabbro,serp,plag
499,500,499,Gabbro,Pxnite,Serpentinized,White veins,Dark green veins,Altered,Blue patches,Black serp vein network,Plag,Croscutting
500,501,500,Black serpentinite,White veins,Carbonates,Px-poor zone,Gabbro,Px-nites,Wehrlitic zones,Bulk serpentinite,Serpentine veins,Plagioclase
501,502,501,Subvertical,Serpentinized,Veins,Waxy,Wehrlite,White veins,Pxinite,Sheared,Alteration,Harzburgite
502,503,502,20mm green vein,2mm thick,green to white veins,altered gabbro,dark green serp veins,white veins,black serpentinized harzburgite,gabbros,sheared,white plag
503,504,503,Abundant,Black,Dark green,Veins,Serpentinized harzburgite,Pxinites,Dunitic zone,Sheared,Offset,Altered
504,505,504,Zone,Veins,Shearing,Pxnite,Gabbro,Offset structures,Serpentinized,Microgabbro,Alteration,Crosscutting
505,506,505,2mm dark green vein,1mm white veins,Pxnite and gabbro,Offset and shearing,Serpentinized harzburgite,Altered sheared veins,Fine black serp vein network,Reddish brown px,Waxy green patches,White pl in gabbro
506,507,506,Black,Dark green,Veins,Magmatic,Serpentinized harzburgite,Crosscutting,Pxenites,Wherlitic,Pyroxenite,Waxy blue patches
507,508,507,black veins,white veins,pxenite,serp harzburgite,crosscutting,offset,bulk,network,waxy blue,patches
508,509,508,Black,Serpentine,Pecenite,Crosscutting,Section,Network,Waxy,Blue,Brown,Bulk
509,510,509,Serp veins,Dark green halo,Pinkish-greenish core,Fine white network,Crosscutting,Bottom pxenite offset,Harzb,Gabbro,Waxy green and blue patches,Brown px
510,511,510,Black,Dark green,Veins,Serpentine,Gabbro,Wherlite,Striations,Pxenites,Plagioclase,Brownish
511,512,511,Hydrothermalized zone,Serpentine,Shearing,Offset,Pxenite,Gabbro,Crosscutting,Bulk,Waxy green,Plagioclase
512,513,512,Network of veins,Black serpentine,Dark green serpentine,Branching veins,White veins,Sheared microgabbro,Offsets,Harzb crosscut,Waxy blue patches,Reddish pxenite veins
513,514,513,dark green,serpentine,veins,wehrlitic zone,offset,harzburgite,pxnites,network,altered,brow
514,515,514,Network,Veins,Serpentine,Green halo,Pxnites,Harzburgite,Altered zone,Crosscut,Wehrlitic,Offset
515,516,515,Network,Serp veins,Wehrlitic zones,Pxnite,Offset,Branching,Waxy,Harzburgite,Altered,Brown
516,517,516,Hydrothermal vein,Pxnite,Leucocratic vein,Serpentine veins,Wehrlite,Striation,Harzburgite,Alteration,Serpentinization,Waxy green patches
517,518,517,Serpentine vein,Microgabbro,Gabbroic dykelet,Serpentinized harzburgite,Wehrlitic zone,High angle gabbro dyke,Serpentinization,Gabbro alteration,Fine white veins,Shearing
518,519,518,3mm green vein,Striation,1mm network,Wehrlitic zone,Pxnite,Offset,Pxnite alteration,Serpentinized harzburgite,Vein network,Patchy green areas
519,520,519,14mm,Waxy green and white vein,Multiple offsets,Fine black veins,Microgabbro,Striations,Black serpentinized harzburgite,Pxenites,Serp veins,Waxy blue patches
520,521,520,Dark green,Black,Serp veins,Altered sheared pxenites,Waxy green,Branching,Harzb,Olivine-gabbro,Network of veinlets,White plag
521,522,521,2mm white blue vein,Crosscutting,Gabbros,Waxy green serp vein,Striations,Sheared wherlite,Multiple offsets,Black serp harzb/w zone,Px-rich patches,White plag in gabbro
522,523,522,Dark green,Black,Fine white network,Waxy green,Serpentine veins,Pxenite,Harzb,Dunitic zone,Bulk serpentine,Fine black network
523,524,523,MBIO,Sample,Black,Serp harzb,Crosscut,Pxenites,Microbial ecology,Geomicrobiology,Sampling techniques,Scientific research
524,525,524,Dark green to black serp vein,Waxy green-blue veins,Serp offsets wehrlite,Gabbro offsets wehrlite,Black serp harzb,Wherlitic zone,Highly altered gabbro,Crosscutting pxenites,Magmatic veins,White plag
525,526,525,Black,Serpentinized,Harzburgite,Geology,Petrology,Mineralogy,Carbonation,Geothermal systems,Hydrothermal alteration,Ultramafic rocks
526,527,526,Veins,Hydrothermalized zones,Serpentine,Offset,Gabbro,Striations,Harzburgite,Alteration,Plagioclase,Brown zones
527,528,527,Subvertical vein,Black-green,Offset,Crosscuts,Smaller vein,Harz,Pyrox vein,Serpentine,Fine network,Bulk
528,529,528,black,serpentine,pyroxenite,veins,network,green,blue,red,crosscutting,thickness
529,530,529,sub-vertical,black serp,pyroxenite,green halo,serp veins,harzburgite,gabbro vein,pegmatitic,fine black serp,white plag.
530,531,530,Black serpentinized harzburgite,microgabbro,banding,composite serp,veins,plagioclase,gabbro,fine-grained,blue patches,white
531,532,531,subvertical veins,waxy green vein,offset of pyroxene,serpentinized harzburgite,fine-grained wehrlite,subvertical gabbro,subhorizontal pyroxenite,coarse grained,white plagioclase,color variations
532,533,532,White veins,Magmatic intrusions,Black veins,Shearing,Serpentized harzburgite,Hydrothermal patches,Pyroxenite/wehrlite,Gabbro,Leucocratic patches,Plagioclase
533,534,533,Large vein,Leucocratic patch,Red alteration,Magmatic veins,Serpentinized harzburgite,Microgabbro,Coarse-grained gabbro,Pyroxenite veins,Fine-grained pyroxenite/gabbro,Blue patches
534,535,534,Subvertical vein,Green halo,Igneous intrusion,White veins,Microgabbro,Serpentinized harzburgite,Crosscutting,Plagioclase,Blue patches,Fine veins
535,536,535,Hydrothermal vein,Rock type,Small white veins,Serpentinized harzburgite,Intrusions,Leucocratic vein,Gabbro,Pyroxenite veins,Microgabbro,Plagioclase
536,537,536,Black,Serpentinized,Harzburgite,Magmatic,Intrusions,Core,Microbiology,Several,Composition,Mineral
537,538,537,black,serpentinite,pyroxenite,harzburgite,gabbro,vein,offset,serpentinized,altered,patch
538,539,538,Veinlets,Dunitic band,Harzburgite zone,Carbonate,Black veins,Green halos,Breccia zone,Serpentinite vein network,Striations,Leucocratic zone
539,540,539,black veins,green halos,white veinlets,hydrothermal vein,serpentinite vein,gabbro veins,pyroxenite,plagioclase,pyroxene,blue patches
540,541,540,black,green,cores,veinlets,breccia,striations,serpentinized,magmatic/hydrothermal,alteration,network
541,542,541,Visible network,White veinlets,Green hydrothermal vein,Black-green vein,Gabbro and pyroxenite,Subvertical veins,Serpentinized harzburgite,Plagioclase and pyroxene,Green alteration,Red pyroxene
542,543,542,Black vein,Gray borders,Waxy green veins,Serpentinized harzburgite,Altered gabbro,Pegmatitic pyroxenite,Fine-grained pyroxenite,Black serp vein network,Brown pyroxene,Blue-green patches
543,544,543,Veinlets,Hydrothermal zones,Breccia,Gabbro,Pyroxene,Harzburgite,Dunitic zone,Plagioclase,Serpentine,Alteration
544,545,544,Composite veins,White veinlets,Pyroxenite layer,Breccia,Shearing,Massive harzburgite,Gabbro and leucocratic vein,Serpentine,Plagioclase,Brownish patch
545,546,545,Serpentine veins,White veins,Black massive harzburgite,Hydrothermal patches,Leucocratic zones,Disrupted,Plagioclase,Brown to red patches,Green patches,Fine-grained patches
546,547,546,Composite veins,Core breccia,Serpentinized harzburgite,Microgabbro veins,Altered,Disrupted,Serpentine,Plagioclase,Pink patches,Blue patches
547,548,547,fine black serpentine veins,green halos,highly disrupted harzburgite,hydrothermalized zone,pyroxenite veins,coarse-grained gabbro layers,leucocratic patch,white plagioclase,blue patches,brownish-reddish fine-grained patches
548,549,548,Serpentinite veins,Black,Green halos,Crosscutting,Offsetting,Harzburgite,Hydrothermalism,Strong in zone 16-26cm,Fine-grained brown patches,Bulk and veins
549,550,549,"""Summary:\nBlack veins",green halos,harzburgite,pyroxenite,fine network,zone 9-23cm,hidden by tape,serpentine,massive,offsets
550,551,550,Black serpentinite veins,Green halo,White veinlets,Dunitic patch,Striations,Harzburgite,Altered pxenites,Reddish px,Blue patches,Waxy green patches
551,552,551,Harzburgite,Microbiology,Pyroxenites,Black,Serp,Veins,Massive,Section,Study,Geology
552,553,552,Waxy green,Black,White,Hydrothermal veins,Disrupted,Striations,Harzburgite,Hydrothermalization,Patches,Pre-existing structure
553,554,553,Green veins,Black veins,Pyroxenite,Gabbro,Serpentinized harzburgite,Hydrothermalization,Wehrlite/dunite,Blue patches,White plagioclase,Leucocratic vein
554,555,554,Veining,Black,Green,White,Breccia,Harzburgite,Hydrothermalized,Leucocratic,Serp harz,Reaction zones
555,556,555,Blue,Green,Black,Veins,Hydrothermalized zone,Serpentine vein,Pyroxenite vein,Alteration,Striations,Fine network
556,557,556,Black serp veins,hydrothermal veins,white veinlets,green halo,dunitic patches,offset,striations,leucocratic veins,waxy green patches,branching
557,558,557,Serpentine veins,Subvertical,Black to dark green,White to waxy green cores,Crosscutting,Pxenite,Striation,Harzburgite,Crosscutting pxenites,Hydrothermal veins
558,559,558,Veins,Hydrothermalized zone,Black serpentine,Dunitic zone,Gabbro vein,Crosscutting,Pxenite,White veins,Blue patches,Coarse gabbro
559,560,559,Serpentine vein,Black to dark green vein,Pyroxenite,Harzburgite,Dunitic band,Gabbro,Vertical,Serpentinized,Blue-green patches,Network
560,561,560,Hydrothermal vein,Black spots,Crosscutting,White veinlets,Magmatic veins,Black serp,Harzburgite,Wherlite,Variously altered magmatic veins,Plagioclase
561,562,561,0,0,0,0,0,0,0,0,0,0
562,563,562,Black,Serpentine veins,Offset,Intense,Pxnite-rich zones,Microgabbro,Crosscutting,Altered veins,Waxy green patches,Waxy blue patches
563,564,563,Hydrothermal veins,Fine white veinlets,Network of crosscutting veins,Black serp,Highly altered pxnite vein,Microgabbro vein,Intense veined zone,Blue to green patches,Striations,Serpentinization
564,565,564,Veins,Waxy,Green,Black,Gabbro,Shearing,Alteration,Serpentine,Pxnite,Hydrothermal
565,566,565,Veins,Black serpentine,White veins,Hydrothermal,Px-riched,Px-nites,Gabbro,Alteration,Blue patches,Mineral composition
566,567,566,Black serpentine veins,Hydrothermal zone,Magmatic veins,Leucocratic zone,Sheared zone,Highly disturbed zone,Gabbroic vein,Altered serpentine,Plagioclase,Waxy patches
567,568,567,Black,green,veins,sheared,serp,gabbro,plag,fine-grained,leucocratic,striations
568,569,568,Black serp,Dark green network,Localized cores,Highly sheared,Highly altered zones,Olivine rich microgabbro,Serp veins,White plag,Grey patches,Pinkish rims
569,570,569,Black,White,Serpentine,Veins,MBIO Sample,Highly Altered Zone,Px-poor Zone,Harzb,Bulk Sample,Fine Network
570,571,570,Serp veins,Green veins,Black veins,Branching,White veinlets,Waxy,Dunitic zone,Pexenite,Bulk serp,Fine network
571,572,571,network,veins,dunitic zone,gabbro,hydrothermal zone,serp harzb,altered zone,crosscutting coarse gabbro,bulk serp,white plagio
572,573,572,Black serp harzb,crosscutting,altered pxenites,coarse gabbro,dunitic zone,1mm pxenites,21cm,23cm,28cm,31cm
573,574,573,Subvertical veins,Black serpentine,Waxy green veins,White veinlets,Crosscutting,Network,Carbonates,Offset,Striations,Magnetite
574,575,574,Serpentine veins,Gabbroic vein,White veinlets,Pixinite,Crosscutting,Alteration,Black serpentine hzb,Green patches,Blue patches,Red pix in pxinite
575,576,575,Serpentine veins,White,Black,Carbonate,Dark green,Crosscutting,Fine,Striations,Bulk,Network
576,577,576,black vein,green cores,white veinlets,serp vein,carbonate,crosscutting,waxy green vein,dunitic zone,pxnite vein,altered gabbro
577,578,577,Green veinlets,White veinlets,Carbonate,Black cores,Network,Striations,Serpentine,Dunite,Pxnite,Fragmented
578,579,578,Veins,Alteration,Dunite,Microgabbro,Shearing,Melanocratic zone,Serpentinization,Plagioclase,Green patches,Grey patches
579,580,579,Subvertical,Black,Dark green,Serp,Fine white veinlets,Offset,Altered,Pxnite,Melanocratic,Bulk
580,581,580,Veins,Serpentine,Dunite,Gabbro,Crosscutting,Pxnite,Microgabbro,Plagioclase,Network,Bulk
581,582,581,Waxy white veins,Gabbros,Black serpentine veins,Pxnite vein,Olivine layers,Gabbroic veins,Microgabbro,Serpentine network,White plagioclase,Crosscutting
582,583,582,Blue,Serpentine,Vein,Offset,Crosscutting,Network,White,Green,Black,Intrusion
583,584,583,pxnite,serp veins,branching,white,waxy,green,blue,crosscut,network,altered
584,585,584,Black serp veins,White-blue veins,Crosscutting white veins,Waxy-green serp vein,Microgabbroic veins,Olivine-rich microgabbro,Altered pxenite,Serp in bulk and veins,White plag,Grey patches in px
585,586,585,Veins,Gabbro,Hydrothermalization,Serpentine,Pseudotachylyte,Offsets,Dunite,Plagioclase,Microgabbro,Brown patch
586,587,586,Network,Serpentine,Shear zones,Gabbroic vein,Microgabbro,Olivine,Leucocratic zones,Striations,Plagioclase,Brown patches
587,588,587,Serpentine,Veins,Pseudotachylyte,Gabbro,Olivine,Microgabbro,Plagioclase,Minerals,Rocks,Distinct Colors
588,589,588,White vein,Black serpentine vein,Hydrothermal zone,Crosscutting veins,Pseudonite,Striations,Offsets,Serpentine,Harzb,Alteration
589,590,589,Black serp veins,Green halo,Hydrothermal zone,White veinlets,Offset in pxenite,Shearing,Striations,Crosscutting pxenites,Leucocratic patches,Fine black serp vein network
590,591,590,Black serp veins,Magmatic veins,Hydrothermal zone,White to green cores,Fine white veins,Offset and shearing,Microgabbro,Olivine rich,Leucocratic sheared patches,Blue patches
591,592,591,Hydrothermal zone,Serpentine veins,Pseudotachylite (pxenite),Magmatic veins,Sheared leucocratic patches,Harzburgite,Gabbro,Dissolution features,Green patches,Striations
592,593,592,Microbio sample,Evenly spaced veins,Hydrothermal area,High,Extensive,0,0,0,0,0
593,594,593,Serpentinization,Shear zones,Veins,Gabbros,Pxite,Microgabbros,Leucocratic gabbros,Subvertical vein,Red-brown altered Px,Blue and green patches
594,595,594,Serpentine vein,Green,White,Branching,Gabbro,Pxite,Dunite,Harzburgite,Plagioclase,Intrusions
595,596,595,Black,Green,Veins,Gabbro,Pxite,Serp,Harzburgite,Dunite,Altered,Patches
596,597,596,Serpentine veins,Branching veins,Sheared,Harzburgite,Hydrothermal zone,Leucocratic formers,Gabbros/pxites,Px accumulations areas,Green patches,Brown-red pxs
597,598,597,Veins,Magmatic intrusions,Sheared leucocratic zone,Serp harzburgite,Pxite,Microgabbro,Leucocratic patch,Gabbro,Altered area,Petrographic characteristics
598,599,598,Veins,Offsets,Harzburgite,Gabbro,Altered zone,Pxites,Serpentine,Plagioclase,Microgabbro,Blue patches
599,600,599,black,dark green,white,blue,serpentine veins,sheared,hydrothermal alteration,leucocratic patch,former pxite/gabbros,variously altered
